Uniprot ID,TC Exp1 20min (log2),TC Exp2 20min (log2),TC Exp3 20min (log2),LY Exp1 Insulin/Starved (log2),LY Exp2 Insulin/Starved (log2),LY Exp3 Insulin/Starved (log2),MK Exp1 Insulin/Starved (log2),MK Exp2 Insulin/Starved (log2),MK Exp3 Insulin/Starved (log2)
Q99MI1-1;Q99MI1;Q99MI1-3;Q99MI1-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q99MI1-1;Q99MI1;Q99MI1-3;Q99MI1-2;Q99MI1-4,0.51,0.09,0.71,-0.26,0.24,0.21,-1.38,0.09,NaN
Q99MI1-1;Q99MI1;Q99MI1-3;Q99MI1-2,NaN,-0.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q99MI1-1;Q99MI1;Q99MI1-3;Q99MI1-2,NaN,NaN,NaN,NaN,NaN,NaN,-0.02,NaN,NaN
Q99MI1-1;Q99MI1;Q99MI1-3;Q99MI1-2,NaN,NaN,NaN,NaN,0.58,NaN,NaN,NaN,NaN
Q99MI1-1;Q99MI1;Q99MI1-3;Q99MI1-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q99MI1-1;Q99MI1,3.00,2.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q99MI1-1;Q99MI1,NaN,NaN,3.36,NaN,NaN,NaN,NaN,NaN,NaN
Q99MI1-1;Q99MI1;Q99MI1-3;Q99MI1-2;Q99MI1-4,NaN,-0.09,NaN,-0.40,NaN,0.27,NaN,NaN,NaN
Q99MI1-1;Q99MI1;Q99MI1-3;Q99MI1-2,0.22,NaN,0.20,-0.13,0.15,NaN,-0.10,-0.46,NaN
Q80W00-1;Q80W00;Q3ULI5;Q99KB0;Q80W00-2;A0PJI3,0.85,1.22,NaN,1.46,0.92,NaN,NaN,0.62,1.12
Q80W00-1;Q80W00;Q3ULI5;Q99KB0;Q80W00-2;A0PJI3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q80W00-1;Q80W00;Q3ULI5;Q99KB0;Q80W00-2;A0PJI3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8R040,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P26231;Q3TGQ3;Q545R0;Q6NV50,0.16,2.00,0.41,-0.37,-0.19,-0.23,-0.26,-0.01,NaN
P26231;Q3TGQ3;Q545R0;Q6NV50,NaN,NaN,NaN,NaN,0.12,NaN,NaN,NaN,NaN
P26231;Q3TGQ3;Q545R0;Q6NV50,-0.19,-0.08,0.56,0.38,0.10,-0.16,0.29,-0.11,-1.81
P26231;Q3TGQ3;Q545R0;Q6NV50,-0.05,-0.06,-0.07,0.10,0.10,0.27,-0.17,-0.13,0.69
P26231;Q3TGQ3;Q545R0;Q6NV50,0.23,0.24,0.56,-0.02,-0.32,NaN,0.07,0.00,-0.07
P26231;Q3TGQ3;Q545R0;Q6NV50,0.44,0.33,0.41,-0.37,-0.34,NaN,-0.37,-0.20,-0.07
Q61301-1;Q61301;Q61301-3;Q61301-2;Q8BS72,-0.19,-0.08,0.56,0.38,0.10,-0.16,0.29,-0.11,-1.81
Q61301-1;Q61301;Q61301-3;Q61301-2;Q8BS72,-0.05,-0.06,-0.07,0.10,0.10,0.27,-0.17,-0.13,0.69
Q61301-1;Q61301;Q61301-3;Q61301-2;Q8BS72,0.44,0.33,0.19,-0.02,-0.32,NaN,0.07,-0.04,-0.07
Q61301-1;Q61301;Q61301-3;Q61301-2;Q8BS72,0.23,0.24,0.56,-0.02,-0.32,NaN,0.07,0.00,-0.07
Q02248;Q80VE7;Q3UZT7,0.08,NaN,NaN,NaN,-0.61,-1.54,NaN,NaN,0.00
Q02248;Q80VE7;Q3UZT7,0.49,0.13,0.36,0.17,0.01,-0.24,0.18,0.04,0.27
Q02248;Q80VE7;Q3UZT7,NaN,NaN,NaN,NaN,0.22,NaN,NaN,-0.08,NaN
Q02248;Q80VE7;Q3UZT7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.40
Q02248;Q80VE7;Q3UZT7,0.54,-0.32,NaN,NaN,-0.02,0.01,NaN,-0.07,NaN
O35927-1;O35927;B7ZNF6;Q3US07;Q3USD8;O35927-2;Q3TPK9;Q3U8L7;Q3UXX4,-0.08,NaN,-0.02,NaN,NaN,NaN,NaN,NaN,NaN
O35927-1;O35927;B7ZNF6;Q3US07;Q3USD8;O35927-2;Q3TPK9;Q3U8L7;Q3UXX4,0.15,NaN,-0.02,NaN,NaN,NaN,NaN,NaN,NaN
P30999-3;P30999;Q3TPD1;P30999-2;Q9WVC4;P30999-1;Q3UF77,1.07,NaN,0.91,NaN,-1.48,-2.86,NaN,-1.62,NaN
P30999-3;P30999;Q3TPD1;P30999-2;Q9WVC4;P30999-1;Q3UF77,0.42,0.53,-0.18,-0.07,NaN,0.66,-0.41,0.04,-0.09
P30999-3;P30999;Q3TPD1;P30999-2;Q9WVC4,-0.74,NaN,NaN,NaN,0.10,-0.48,NaN,NaN,NaN
P30999-3;P30999;Q3TPD1;P30999-2;Q9WVC4;P30999-1;Q3UF77,NaN,NaN,NaN,-0.75,-0.33,NaN,-0.81,NaN,NaN
P30999-3;P30999;Q3TPD1;P30999-2;Q9WVC4;P30999-1;Q3UF77,-0.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P30999-3;P30999;Q3TPD1;P30999-2;Q9WVC4;P30999-1;Q3UF77,-0.47,NaN,NaN,-0.73,NaN,NaN,NaN,NaN,NaN
P30999-3;P30999;Q3TPD1;P30999-2;Q9WVC4;P30999-1;Q3UF77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.41,NaN
P30999-3;P30999;Q3TPD1;P30999-2;Q9WVC4;P30999-1;Q3UF77,-0.49,-0.31,-0.58,-0.68,-0.53,-0.50,-0.62,-0.56,-0.66
P30999-3;P30999;Q3TPD1;P30999-2;Q9WVC4;P30999-1;Q3UF77,-0.72,-0.38,-0.46,NaN,NaN,-0.45,NaN,-0.52,NaN
P30999-3;P30999;Q3TPD1;P30999-2;Q9WVC4;P30999-1;Q3UF77,0.08,-0.58,-0.75,-0.88,-1.16,-0.89,-1.04,-1.32,-0.54
P30999-3;P30999;Q3TPD1;P30999-2;Q9WVC4;P30999-1;Q3UF77,-0.20,0.00,-0.42,-0.58,-0.36,-0.30,-0.40,-0.94,-0.59
P30999-3;P30999;Q3TPD1;P30999-2;Q9WVC4;P30999-1;Q3UF77,0.54,0.00,0.86,-0.28,0.07,0.03,-0.82,-1.15,-0.26
P30999-3;P30999;Q3TPD1;P30999-2;Q9WVC4;P30999-1;Q3UF77,NaN,NaN,0.18,NaN,-0.25,NaN,NaN,NaN,NaN
P30999-3;P30999;Q3TPD1;P30999-2;Q9WVC4;P30999-1;Q3UF77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P30999-3;P30999;Q3TPD1;P30999-2;Q9WVC4;P30999-1;Q3UF77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P30999-3;P30999;Q3TPD1;P30999-2;Q9WVC4;P30999-1;Q3UF77,0.45,0.32,0.60,-0.40,-1.03,-1.21,0.53,0.05,0.01
P30999-3;P30999;Q3TPD1;P30999-2;Q9WVC4;P30999-1;Q3UF77,0.55,0.21,0.44,0.23,-0.39,-0.56,0.29,-0.05,0.28
P30999-3;P30999;Q3TPD1;P30999-2;Q9WVC4;P30999-1;Q3UF77,-1.16,0.06,0.47,-0.05,-0.66,-0.07,-0.02,0.00,0.67
P30999-3;P30999;Q3TPD1;P30999-2;P30999-1,NaN,0.23,0.91,NaN,-0.57,NaN,NaN,NaN,0.10
P30999-3;P30999;Q3TPD1;P30999-2;P30999-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P30999-3;P30999;Q3TPD1;P30999-2;Q9WVC4;P30999-1;Q3UF77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.55,NaN
P30999-3;P30999;Q3TPD1;P30999-2;P30999-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P30999-3;P30999;Q3TPD1;P30999-2;P30999-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P30999-3;P30999;Q3TPD1;P30999-2;Q9WVC4;P30999-1;Q3UF77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P30999-3;P30999;Q3TPD1;P30999-2;Q9WVC4;P30999-1;Q3UF77,NaN,NaN,NaN,0.37,NaN,NaN,NaN,NaN,NaN
P30999-3;P30999;Q3TPD1;P30999-2;Q9WVC4;P30999-1;Q3UF77,NaN,NaN,0.60,-0.31,NaN,NaN,NaN,-0.42,NaN
P30999-3;P30999;Q3TPD1;P30999-2;Q9WVC4;P30999-1;Q3UF77,NaN,0.12,0.96,-0.29,NaN,NaN,0.36,-0.30,NaN
P30999-3;P30999;Q3TPD1;P30999-2;Q9WVC4;P30999-1;Q3UF77,NaN,NaN,NaN,NaN,-0.63,NaN,NaN,NaN,NaN
P30999-3;P30999;Q3TPD1;P30999-2;Q9WVC4;P30999-1;Q3UF77,-0.56,-0.76,-0.55,-0.72,-0.61,-0.72,-0.68,-1.10,-0.85
P30999-3;P30999;Q3TPD1;P30999-2;Q9WVC4;P30999-1;Q3UF77,0.00,-0.02,1.58,-0.64,NaN,NaN,NaN,0.41,-0.70
P30999-3;P30999;Q3TPD1;P30999-2;Q9WVC4;P30999-1;Q3UF77,0.25,-0.02,0.33,-0.84,-0.53,-0.74,-0.39,-1.58,-0.66
P30999-1;P30999;Q3UF77,0.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P30999-1;P30999;Q3UF77,-0.29,NaN,NaN,NaN,-1.65,NaN,NaN,NaN,NaN
P30999-3;P30999;Q3TPD1;P30999-2;Q9WVC4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P30999-3;P30999;Q3TPD1;P30999-2;Q9WVC4,NaN,NaN,NaN,NaN,-0.61,NaN,NaN,NaN,NaN
P49817-1;P49817,NaN,NaN,NaN,0.49,NaN,NaN,-0.31,NaN,NaN
P49817-1;P49817,3.52,3.23,1.01,2.12,1.61,1.83,2.36,1.19,2.11
P49817-1;P49817,-0.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P49817-1;P49817,-0.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P49817-1;P49817,2.75,1.53,2.57,NaN,0.77,NaN,0.84,NaN,1.37
P49817-1;P49817,0.42,0.31,0.57,-0.82,-0.37,-0.66,-0.22,-0.81,NaN
P49817-1;P49817,2.93,2.54,2.83,NaN,1.36,0.71,1.35,0.90,1.42
P49817-1;P49817,2.63,NaN,NaN,NaN,1.04,1.19,0.84,NaN,0.91
P49817-2;P49817,2.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P49817-2;P49817,-0.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P49817-2;P49817,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9WVC3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9WVC3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9WVC3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9WVC3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9WVC3;Q924U3;Q924U4,-0.08,-0.11,0.16,-0.30,0.05,0.07,0.04,-0.17,-0.45
Q9WVC3;Q924U3;Q924U4,-0.10,-0.19,0.15,0.20,0.64,0.13,-0.27,-0.04,-0.16
Q9WVC3;Q924U3;Q924U4,-0.14,0.00,0.07,0.08,0.08,0.19,0.09,-0.10,-0.17
Q9WVC3;Q924U3;Q924U4,-0.38,-0.09,0.50,-0.31,NaN,NaN,0.00,-0.15,NaN
Q9WVC3;Q924U3;Q924U4,NaN,0.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9WVC3;Q924U3;Q924U4,-0.15,NaN,NaN,NaN,0.27,NaN,NaN,-0.11,NaN
Q9WVC3;Q924U3;Q924U4,-0.14,NaN,NaN,NaN,0.27,NaN,NaN,-0.11,NaN
Q9WVC3;Q924U3;Q924U4,0.11,0.16,0.17,NaN,NaN,NaN,NaN,0.35,NaN
P53569-1;P53569;Q3UGK4;Q3UUZ3,-0.58,NaN,-0.40,-0.22,0.60,NaN,0.42,0.21,NaN
P53569-1;P53569;Q3UGK4;Q3UUZ3,-0.58,NaN,-0.40,-0.08,0.60,NaN,0.63,0.21,NaN
P53569-1;P53569;Q3UGK4;Q3UUZ3,NaN,NaN,NaN,0.84,NaN,NaN,NaN,NaN,NaN
Q99020;Q544Z3;Q20BD0;Q3TMZ8;Q8CIR3;Q80XR6;Q9D6G1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q99020;Q544Z3,1.31,1.98,2.09,NaN,NaN,NaN,2.07,NaN,NaN
Q99020;Q544Z3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q99020;Q544Z3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q99020;Q544Z3;Q20BD0;Q3TMZ8;Q8CIR3;Q80XR6;Q9D6G1,0.90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q99020;Q544Z3;Q20BD0;Q3TMZ8;Q8CIR3;Q80XR6;Q9D6G1,0.90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O70374-1;O70374;Q3UGB2;A2AKE3,0.29,NaN,-0.17,NaN,NaN,NaN,NaN,NaN,NaN
O70374-1;O70374;O70374-2;A2AKE4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O70374-1;O70374;O70374-2;A2AKE4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O70374-1;O70374;O70374-2;A2AKE4,0.33,NaN,0.48,NaN,NaN,NaN,NaN,NaN,NaN
O70374-1;O70374;O70374-2;A2AKE4,-0.05,0.10,0.53,NaN,-0.06,0.14,NaN,-0.18,0.17
Q08024-1;Q08024;Q08024-3;Q08024-4,0.28,0.15,0.61,-0.02,-0.19,-0.26,-0.10,0.01,-0.09
Q08024-1;Q08024;Q08024-3;Q08024-4,0.12,NaN,NaN,NaN,NaN,NaN,-0.19,NaN,NaN
P22682;Q2M4H7;Q3U527,0.85,0.30,NaN,NaN,-0.48,-1.00,NaN,-0.86,-0.15
P22682;Q2M4H7;Q3U527,0.33,NaN,0.20,NaN,0.28,-0.14,NaN,NaN,0.20
P22682;Q2M4H7;Q3U527;B1NE42,NaN,NaN,NaN,NaN,0.60,NaN,NaN,0.44,NaN
P22682;Q2M4H7;Q3U527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P22682;Q2M4H7;Q3U527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P22682;Q2M4H7;Q3U527,1.41,NaN,NaN,NaN,0.86,NaN,NaN,NaN,NaN
P22682;Q2M4H7;Q3U527,1.56,NaN,NaN,NaN,0.19,NaN,NaN,NaN,NaN
P22682;Q2M4H7;Q3U527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P22682;Q2M4H7;Q3U527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P22682;Q2M4H7;Q3U527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P22682;Q2M4H7;Q3U527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P22682;Q2M4H7;Q3U527,1.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P22682;Q2M4H7;Q3U527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q3TTA7-1;Q3TTA7;Q3TTA7-2;B9EKI5,0.72,-0.30,0.71,-0.62,-1.94,NaN,-0.76,-0.56,NaN
Q3TTA7-1;Q3TTA7;Q3TTA7-2;B9EKI5,0.08,-0.30,0.71,-0.62,-1.94,NaN,-0.53,-0.56,NaN
Q3TTA7-1;Q3TTA7;Q3TTA7-2;B9EKI5,-0.26,-0.40,NaN,0.10,0.79,NaN,-1.04,NaN,NaN
Q3TTA7-1;Q3TTA7;Q3TTA7-2;B9EKI5,1.18,0.72,0.84,0.48,-0.02,NaN,0.34,0.46,NaN
Q3TTA7-1;Q3TTA7;Q3TTA7-2;B9EKI5,-0.26,-0.40,0.96,0.47,0.91,NaN,-0.52,NaN,NaN
Q3TTA7-1;Q3TTA7;Q3TTA7-2;B9EKI5,-0.43,-0.52,-0.54,0.30,-0.02,NaN,0.34,0.46,NaN
Q3TTA7-1;Q3TTA7;Q3TTA7-2,NaN,NaN,NaN,NaN,1.24,NaN,NaN,NaN,NaN
Q3TTA7-1;Q3TTA7;Q3TTA7-2;B9EKI5,NaN,NaN,NaN,0.81,NaN,NaN,NaN,NaN,NaN
Q3TTA7-1;Q3TTA7;Q3TTA7-2;B9EKI5,0.52,-0.18,-0.34,0.45,NaN,NaN,-0.52,-0.30,NaN
Q3TTA7-1;Q3TTA7;Q3TTA7-2;B9EKI5,0.25,-0.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q3TTA7-1;Q3TTA7;Q3TTA7-2;B9EKI5,NaN,-0.36,0.71,-0.49,NaN,NaN,-0.30,-0.56,NaN
Q3TTA7-1;Q3TTA7;Q3TTA7-2;B9EKI5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q3TTA7-1;Q3TTA7;Q3TTA7-2;B9EKI5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q3TTA7-1;Q3TTA7;Q3TTA7-2;B9EKI5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q3TTA7-1;Q3TTA7;Q3TTA7-2;B9EKI5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q3TTA7-1;Q3TTA7;Q3TTA7-2;B9EKI5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q3TTA7-1;Q3TTA7;Q3TTA7-2;B9EKI5,3.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q3TTA7-1;Q3TTA7;Q3TTA7-2;B9EKI5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9JIY2-1;Q9JIY2;Q9JIY2-2;Q9JIY2-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.67,3.38
Q61990-1;Q61990;B2M1R7;Q3TF69;Q61990-3;Q61990-2;Q3TT81;Q3V486;P57722-1;P57722;P57722-2;Q8CFQ6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61990-1;Q61990;B2M1R7;Q3TF69;Q61990-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61990-1;Q61990;B2M1R7;Q3TF69;Q61990-3,NaN,0.25,NaN,NaN,NaN,NaN,NaN,0.25,NaN
Q61990-1;Q61990;B2M1R7;Q3TF69;Q61990-3,0.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61990-1;Q61990;B2M1R7;Q3TF69;Q61990-2;Q3TT81;Q3V486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61990-1;Q61990;B2M1R7;Q3TF69;Q61990-2;Q3TT81;Q3V486,1.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P45481;Q6GQV9;Q8QZV8,NaN,NaN,-0.08,0.75,0.27,NaN,NaN,NaN,NaN
P45481;Q6GQV9;Q8QZV8,-0.20,0.28,0.09,0.39,0.01,NaN,0.10,NaN,0.40
Q61990-1;Q61990;B2M1R7;Q3TF69;Q61990-2;Q3TT81;Q3V486,1.32,NaN,1.89,NaN,2.89,2.71,NaN,NaN,NaN
Q61990-1;Q61990;B2M1R7;Q3TF69;Q61990-3,-0.06,NaN,-0.39,NaN,0.20,0.13,NaN,0.26,-0.09
P45481;Q6GQV9;Q8QZV8,NaN,NaN,NaN,NaN,0.53,NaN,NaN,NaN,NaN
P45481;Q6GQV9;Q8QZV8,-0.40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P45481;Q6GQV9;Q8QZV8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P45481;Q6GQV9;Q8QZV8,-0.41,-0.09,NaN,NaN,-0.50,NaN,NaN,NaN,NaN
P45481;Q6GQV9;Q8QZV8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P45481;Q6GQV9;Q8QZV8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P45481;Q6GQV9;Q8QZV8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.19
P45481;Q6GQV9;Q8QZV8,NaN,NaN,NaN,0.39,NaN,NaN,0.10,NaN,NaN
O88380;Q3TP48;Q3TY88;Q3UYT5;Q8K051,NaN,NaN,-0.20,NaN,0.59,0.02,NaN,NaN,NaN
O88380;Q3TP48;Q3TY88;Q3UYT5;Q8K051,-0.59,0.42,0.01,NaN,0.10,-0.21,NaN,-0.11,1.33
O88380;Q3TP48;Q3TY88;Q3UYT5;Q8K051,-0.12,NaN,-0.23,0.04,-0.14,NaN,0.49,NaN,NaN
O88380;Q3TP48;Q3TY88;Q3UYT5;Q8K051,-0.12,NaN,-0.23,0.04,-0.14,NaN,0.49,NaN,NaN
O88380;Q3TP48;Q3TY88;Q3UYT5;Q8K051,NaN,NaN,NaN,NaN,0.19,0.36,NaN,NaN,NaN
O88380;Q3TP48;Q3TY88;Q3UYT5;Q8K051,-0.18,0.21,-0.17,NaN,-0.11,-0.25,-1.24,-0.01,-0.04
O88380;Q3TP48;Q3TY88;Q3UYT5;Q8K051,NaN,-0.15,NaN,NaN,0.73,NaN,NaN,NaN,NaN
O88380;Q3TP48;Q3TY88;Q3UYT5;Q8K051,0.19,NaN,NaN,NaN,0.77,NaN,NaN,0.14,NaN
O88380;Q3TP48;Q3TY88;Q3UYT5;Q8K051,3.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.18
O88380;Q3TP48;Q3TY88;Q3UYT5;Q8K051,NaN,NaN,1.57,NaN,NaN,NaN,NaN,NaN,NaN
O88380;Q3TP48;Q3TY88;Q3UYT5;Q8K051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O88380;Q3TP48;Q3TY88;Q3UYT5;Q8K051,3.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O88380;Q3TP48;Q3TY88;Q3UYT5;Q8K051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O88380;Q3TP48;Q3TY88;Q3UYT5;Q8K051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O88380;Q3TP48;Q3TY88;Q3UYT5;Q8K051,1.10,0.61,1.72,NaN,0.00,NaN,NaN,0.64,NaN
O88380;Q3TP48;Q3TY88;Q3UYT5;Q8K051,-0.56,NaN,NaN,NaN,-1.62,NaN,NaN,NaN,NaN
O88380;Q3TP48;Q3TY88;Q3UYT5;Q8K051,NaN,NaN,NaN,NaN,NaN,0.36,NaN,NaN,NaN
O88380;Q3TP48;Q3TY88;Q3UYT5;Q8K051,5.08,NaN,6.19,3.97,3.25,3.98,4.42,NaN,NaN
O88380;Q3TP48;Q3TY88;Q3UYT5;Q8K051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O88380;Q3TP48;Q3TY88;Q3UYT5;Q8K051,-0.21,-0.26,NaN,4.15,-0.67,-0.45,NaN,-0.69,-0.42
O88380;Q3TP48;Q3TY88;Q3UYT5;Q8K051,-0.11,-0.26,7.44,-0.16,-0.59,-0.49,-0.36,NaN,NaN
O88380;Q3TP48;Q3TY88;Q3UYT5;Q8K051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O88380;Q3TP48;Q3TY88;Q3UYT5;Q8K051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O88380;Q3TP48;Q3TY88;Q3UYT5;Q8K051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O88380;Q3TP48;Q3TY88;Q3UYT5;Q8K051,-0.30,0.27,-0.47,0.00,-0.03,-0.12,-0.41,0.09,1.30
O88380;Q3TP48;Q3TY88;Q3UYT5;Q8K051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O88380;Q3TP48;Q3TY88;Q3UYT5;Q8K051,NaN,NaN,3.39,NaN,0.59,NaN,NaN,NaN,0.13
O88380;Q3TP48;Q3TY88;Q3UYT5;Q8K051,-0.42,NaN,-0.21,0.12,0.33,0.02,0.25,NaN,NaN
O88380;Q3TP48;Q3TY88;Q3UYT5;Q8K051,NaN,NaN,3.39,NaN,NaN,0.02,NaN,NaN,NaN
Q3UYV9;Q3TLK3,3.15,3.56,2.74,1.73,2.59,2.77,1.62,2.18,3.10
Q3UYV9;Q3TLK3,3.52,4.01,2.25,3.09,3.73,2.87,3.58,5.06,3.39
Q3UYV9;Q3TLK3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q3UYV9;Q3TLK3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q3UYV9;Q3TLK3,2.28,2.51,2.84,NaN,1.61,NaN,2.66,2.81,-0.31
P48758;B2RXY7,0.72,-0.10,0.05,-1.06,-0.31,NaN,-0.67,-0.36,-0.36
P48758;B2RXY7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P48758;B2RXY7,0.77,-0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P48758;B2RXY7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P08074;Q542P5;A2AC17,-0.16,-0.14,-0.05,0.07,-0.02,-0.19,0.09,-0.17,-0.04
Q8K354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8K354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8K354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8K354,0.48,-0.14,0.91,-0.40,-0.36,-0.15,-0.49,-0.56,-1.49
P83917;A2A6C8;Q9CYJ8;Q7TPM0,0.11,-0.12,0.15,0.06,-0.18,-0.02,-2.76,-0.19,0.07
P83917;A2A6C8;Q9CYJ8;Q7TPM0,0.29,0.15,-1.06,NaN,NaN,NaN,NaN,0.52,NaN
P23198;Q32P00;Q9DCC5,NaN,0.43,NaN,NaN,0.15,NaN,NaN,NaN,-0.19
P23198;Q32P00;Q9DCC5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P23198;Q32P00;Q9DCC5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P23198;Q32P00;Q9DCC5,1.53,2.03,1.28,2.95,1.49,0.59,2.63,0.97,1.00
P23198;Q32P00;Q9DCC5,-0.28,0.27,0.10,0.04,0.30,0.28,0.16,0.26,0.04
P23198;Q32P00;Q9DCC5,-0.50,0.62,-0.19,-0.18,0.11,-0.11,0.04,-0.70,NaN
P23198;Q32P00;Q9DCC5,0.28,-0.30,-0.24,0.33,-0.27,NaN,0.51,-0.47,0.07
O55187-1;O55187;A2ABG5;Q05BI5;Q3U240;Q8C9Z5;O55187-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O55187-1;O55187;A2ABG5;Q05BI5;Q3U240;Q8C9Z5;O55187-2,NaN,NaN,NaN,NaN,NaN,0.63,NaN,NaN,NaN
